Date,Post ID,Network,Post Type,Content Type,Profile,Sent by,Link,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),year,quarter,month,day,hour,minute,weekdays,Engagement Ratio,CTR,Reactions Ratio,Comments Ratio,Shares Ratio,Likes Ratio,Average Engagement Rate,Organic Impression Share,Post Length,Interaction Diversity,sum_of_reactions_comments_shares_per_engagement,Engagements_Class
2019-05-14 12:15:00,6534023274286972928,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6534023274672852992,victories victories one movingforward,1414.0,1414.0,2.05,29.0,16.0,16.0,0.0,4.0,0.64,9.0,9.0,2019,2,5,14,12,15,1,0.02050919377652051,0.0004526166902404526,0.5517241379310345,0.0,0.13793103448275862,0.5517241379310345,50.445514845230576,0.00020613810465780274,37,0.6896551724137931,0.6896551724137931,-1
2019-05-14 18:00:00,6534109985578844160,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6534109985977307136,better way show love get child set future call us get started,973.0,973.0,1.85,18.0,9.0,9.0,2.0,1.0,0.62,6.0,6.0,2019,2,5,14,18,0,1,0.018499486125385406,0.0006372045220966084,0.5,0.1111111111111111,0.05555555555555555,0.5,50.445514845230576,0.00014184750766056722,61,0.6666666666666666,0.6666666666666666,-1
2019-05-15 15:18:00,6534431622194884608,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6534431622563979264,know malaria leading cause death among children five years age wealthwednesday,1468.0,1468.0,2.45,36.0,21.0,21.0,0.0,6.0,0.61,9.0,9.0,2019,2,5,15,15,18,2,0.02452316076294278,0.00041553133514986377,0.5833333333333334,0.0,0.16666666666666666,0.5833333333333334,50.445514845230576,0.00021401042265746422,78,0.75,0.75,-1
2019-05-15 15:19:00,6534431901124481025,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6534431901548105729,reverse statistic everyone including must support fight malaria preventing malaria simple keeping mosquitoes away humans preventive tips wealthwednesday,1284.0,1284.0,3.74,48.0,18.0,18.0,1.0,3.0,2.02,26.0,26.0,2019,2,5,15,15,19,2,0.037383177570093455,0.001573208722741433,0.375,0.020833333333333332,0.0625,0.375,50.445514845230576,0.000187186227991951,152,0.4583333333333333,0.4583333333333333,-1
2019-05-16 12:30:00,6534751749964734464,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6534751750484832256,personalfinancetip investment viable source extra income,811.0,811.0,2.96,24.0,12.0,12.0,2.0,1.0,1.11,9.0,9.0,2019,2,5,16,12,30,3,0.029593094944512947,0.001368680641183724,0.5,0.08333333333333333,0.041666666666666664,0.5,50.445514845230576,0.00011823055366158275,56,0.625,0.625,-1
2019-05-16 17:30:00,6534827221960527872,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6534827222354788352,download stanbic ibtc mobile app top investments convenience appyness,1017.0,1017.0,2.36,24.0,10.0,10.0,4.0,3.0,0.69,7.0,7.0,2019,2,5,16,17,30,3,0.02359882005899705,0.0006784660766961651,0.4166666666666667,0.16666666666666666,0.125,0.4166666666666667,50.445514845230576,0.00014826198899362474,69,0.7083333333333334,0.7083333333333334,-1
2019-05-17 09:00:00,6535061311540338688,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6535061312253370368,congratulations mtn nigeria listing premium board segment nigerian stock exchange nse glad played part great achievement heres movingforward together everywhere want go,6962.0,6962.0,23.67,1648.0,121.0,121.0,6.0,4.0,21.79,1517.0,1517.0,2019,2,5,17,9,0,4,0.2367135880494111,0.0031298477449008904,0.07342233009708737,0.0036407766990291263,0.0024271844660194173,0.07342233009708737,50.445514845230576,0.0010149458872896907,168,0.07949029126213593,0.07949029126213593,2
2019-05-17 12:30:00,6535114104972152832,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6535114105416744960,bestinsurancedeals gadgets call email insurancesolutionstanbicibtccom get started,539.0,539.0,0.74,4.0,1.0,1.0,0.0,0.0,0.56,3.0,3.0,2019,2,5,17,12,30,4,0.0074211502782931356,0.001038961038961039,0.25,0.0,0.0,0.25,50.445514845230576,7.857739632995451e-05,81,0.25,0.25,0
2019-05-17 12:53:00,6535119846693314560,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6535119847418933248,happy tarkwa bay sensitize community staying healthy preventing malaria movingforward,2211.0,2211.0,2.94,65.0,43.0,43.0,1.0,1.0,0.9,20.0,20.0,2019,2,5,17,12,53,4,0.02939846223428313,0.000407055630936228,0.6615384615384615,0.015384615384615385,0.015384615384615385,0.6615384615384615,50.445514845230576,0.0003223276869861399,85,0.6923076923076923,0.6923076923076923,1
2019-05-17 16:17:00,6535171394278424576,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6535171394781753344,head marketing communications bridget oyefesoodusami stanbic ibtc giving opening address get ready endmalaria tarkwa bay movingforward,5572.0,5572.0,5.85,326.0,96.0,96.0,4.0,4.0,3.98,222.0,222.0,2019,2,5,17,16,17,4,0.05850681981335248,0.0007142857142857143,0.294478527607362,0.012269938650306749,0.012269938650306749,0.294478527607362,50.445514845230576,0.0008123065906317375,134,0.31901840490797545,0.31901840490797545,2
2019-05-17 17:30:00,6535189618445418496,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6535189618961321984,careertip education didnt develop skills didnt develop ability learn developed confidence michelle obama,953.0,953.0,2.73,26.0,13.0,13.0,0.0,3.0,1.05,10.0,10.0,2019,2,5,17,17,30,4,0.02728226652675761,0.0011017838405036726,0.5,0.0,0.11538461538461539,0.5,50.445514845230576,0.00013893183432735928,104,0.6153846153846154,0.6153846153846154,-1
2019-05-17 18:19:00,6535201858468884480,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6535201858980577280,children tarkwa bay community received mosquito nets vaccinations getting sensitized malaria zeromalariastartswithme movingforward,1947.0,1947.0,3.13,61.0,32.0,32.0,3.0,3.0,1.18,23.0,23.0,2019,2,5,17,18,19,4,0.03133025166923472,0.0006060606060606061,0.5245901639344263,0.04918032786885246,0.04918032786885246,0.5245901639344263,50.445514845230576,0.00028384079898779486,130,0.6229508196721312,0.6229508196721312,1
2019-05-17 18:23:00,6535202910463238144,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6535202911188848640,part efforts endmalaria medical team carried health checks gave vaccinations residents tarkwa bay community zeromalariastartswithme movingforward,1813.0,1813.0,2.37,43.0,22.0,22.0,0.0,1.0,1.1,20.0,20.0,2019,2,5,17,18,23,4,0.023717595146166576,0.0006067291781577496,0.5116279069767442,0.0,0.023255813953488372,0.5116279069767442,50.445514845230576,0.0002643057876553015,145,0.5348837209302325,0.5348837209302325,-1
2019-05-18 10:00:00,6535438710845116416,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6535438711461679104,contact business banking team send email enterprisedirectstanbicibtccom learn,1937.0,1937.0,1.81,35.0,10.0,10.0,0.0,3.0,1.14,22.0,22.0,2019,2,5,18,10,0,5,0.018069179143004648,0.0005885389778007228,0.2857142857142857,0.0,0.08571428571428572,0.2857142857142857,50.445514845230576,0.00028238296232119085,77,0.37142857142857144,0.37142857142857144,-1
2019-05-20 07:30:00,6536125724166885376,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6536125724653420544,powerupmonday mondays left go make count neverstop,1032.0,1032.0,1.94,20.0,10.0,10.0,0.0,1.0,0.87,9.0,9.0,2019,2,5,20,7,30,0,0.01937984496124031,0.0008430232558139535,0.5,0.0,0.05,0.5,50.445514845230576,0.0001504487439935307,50,0.55,0.55,-1
2019-05-20 12:30:00,6536201303125819392,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6536201303687864320,happentolife voluntary contributions vcs vcs extra deposits make mandatory retirement savings account rsa know reach gurus pensionsolutionsstanbicibtccom get started,1432.0,1432.0,2.16,31.0,18.0,18.0,0.0,6.0,0.49,7.0,7.0,2019,2,5,20,12,30,0,0.02164804469273743,0.0003421787709497207,0.5806451612903226,0.0,0.1935483870967742,0.5806451612903226,50.445514845230576,0.0002087622106576899,165,0.7741935483870968,0.7741935483870968,-1
2019-05-20 19:00:00,6536299525735354368,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6536299526179946496,invest line faith call email assetmanagementstanbicibtccom neverstopinvesting,443.0,443.0,2.03,9.0,5.0,5.0,0.0,2.0,0.45,2.0,2.0,2019,2,5,20,19,0,0,0.020316027088036117,0.0010158013544018058,0.5555555555555556,0.0,0.2222222222222222,0.5555555555555556,50.445514845230576,6.45821643305563e-05,77,0.7777777777777778,0.7777777777777778,0
2019-05-21 10:00:00,6536525858730053632,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6536525859317264384,smetip get best employees organize periodic trainings help become effective,912.0,912.0,1.75,16.0,5.0,5.0,0.0,0.0,1.21,11.0,11.0,2019,2,5,21,10,0,1,0.017543859649122806,0.0013267543859649122,0.3125,0.0,0.0,0.3125,50.445514845230576,0.00013295470399428294,75,0.3125,0.3125,-1
2019-05-21 17:30:00,6536639155340877824,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6536639155848392704,thinking writing things note know contact us send email sitlagencystanbicibtccom,1224.0,1224.0,2.94,36.0,10.0,10.0,0.0,3.0,1.88,23.0,23.0,2019,2,5,21,17,30,1,0.029411764705882353,0.0015359477124183005,0.2777777777777778,0.0,0.08333333333333333,0.2777777777777778,50.445514845230576,0.0001784392079923271,80,0.3611111111111111,0.3611111111111111,-1
2019-05-21 19:41:00,6536672289273057280,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6536672289767981056,invest line faith call email assetmanagementstanbicibtccom neverstopinvesting,1070.0,1070.0,1.96,21.0,6.0,6.0,0.0,1.0,1.31,14.0,14.0,2019,2,5,21,19,41,1,0.019626168224299065,0.0012242990654205608,0.2857142857142857,0.0,0.047619047619047616,0.2857142857142857,50.445514845230576,0.00015598852332662582,77,0.3333333333333333,0.3333333333333333,-1
2019-05-22 15:17:00,6536968011620896768,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6536968012103245824,hear personal accident insurance pai meaning comes mind wealthwednesday,2092.0,2092.0,2.29,48.0,22.0,22.0,2.0,3.0,1.0,21.0,21.0,2019,2,5,22,15,17,2,0.022944550669216062,0.0004780114722753346,0.4583333333333333,0.041666666666666664,0.0625,0.4583333333333333,50.445514845230576,0.00030497943065355257,71,0.5625,0.5625,-1
2019-05-22 15:20:00,6536968863848947713,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6536968864415182848,answer correct pai ensures guaranteed medical expense event accident information call send email insurancesolutionstanbicibtccom wealthwednesday,1900.0,1900.0,1.95,37.0,10.0,10.0,0.0,1.0,1.37,26.0,26.0,2019,2,5,22,15,20,2,0.019473684210526317,0.0007210526315789475,0.2702702702702703,0.0,0.02702702702702703,0.2702702702702703,50.445514845230576,0.0002769889666547561,144,0.2972972972972973,0.2972972972972973,-1
2019-05-23 09:00:00,6537235625559633921,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6537235626016808960,africa china banking centre help make business dealings china easier reach consultants phone email africachinabankingcentrestanbicibtccom get started,955.0,955.0,1.57,15.0,7.0,7.0,0.0,0.0,0.84,8.0,8.0,2019,2,5,23,9,0,3,0.015706806282722512,0.0008795811518324607,0.4666666666666667,0.0,0.0,0.4666666666666667,50.445514845230576,0.00013922340166068006,149,0.4666666666666667,0.4666666666666667,-1
2019-05-23 11:37:00,6537275176030220288,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6537275176583860224,tbt last week capital team listed green infrastructure bond behalf north south power company limited fmdq otc securities exchange lets keep movingforward together,4111.0,4111.0,8.9,366.0,52.0,52.0,1.0,2.0,7.57,311.0,311.0,2019,2,5,23,11,37,3,0.08902943322792507,0.001841401118949161,0.14207650273224043,0.00273224043715847,0.00546448087431694,0.14207650273224043,50.445514845230576,0.0005993166536408961,162,0.15027322404371585,0.15027322404371585,2
2019-05-23 17:00:00,6537356396822953984,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6537356397456306176,spare funds investment options talk investment gurus send email assetmanagementstanbicibtccom find ways money neverstopinvesting,1093.0,1093.0,2.01,22.0,8.0,8.0,0.0,3.0,1.01,11.0,11.0,2019,2,5,23,17,0,3,0.020128087831655993,0.0009240622140896615,0.36363636363636365,0.0,0.13636363636363635,0.36363636363636365,50.445514845230576,0.00015934154765981498,128,0.5,0.5,-1
2019-05-24 10:00:00,6537613060729901057,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6537613061170302976,careertip message goes far beyond clothes wear every day present meetings office events interact staff seriously take work adrian granzella larssen,2707.0,2707.0,3.1,84.0,29.0,29.0,0.0,3.0,1.92,52.0,52.0,2019,2,5,24,10,0,4,0.031030661248614703,0.0007092722571111932,0.34523809523809523,0.0,0.03571428571428571,0.34523809523809523,50.445514845230576,0.0003946363856496973,147,0.38095238095238093,0.38095238095238093,1
2019-05-24 17:00:00,6537718843975049216,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6537718844448997376,car needs protected bestinsurancedeals call email insurancesolutionstanbicibtccom,1223.0,1223.0,2.21,27.0,13.0,13.0,0.0,2.0,0.98,12.0,12.0,2019,2,5,24,17,0,4,0.022076860179885527,0.0008013082583810303,0.48148148148148145,0.0,0.07407407407407407,0.48148148148148145,50.445514845230576,0.00017829342432566672,81,0.5555555555555556,0.5555555555555556,-1
2019-05-25 10:00:00,6537975433554726912,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6537975434020290560,speak us business challenges help find solutions please contact us send email enterprisedirectstanbicibtccom let us help keep movingforward,1267.0,1267.0,1.89,24.0,11.0,11.0,0.0,2.0,0.87,11.0,11.0,2019,2,5,25,10,0,5,0.018942383583267563,0.000686661404893449,0.4583333333333333,0.0,0.08333333333333333,0.4583333333333333,50.445514845230576,0.00018470790565872422,139,0.5416666666666666,0.5416666666666666,-1
2019-05-27 08:00:00,6538669998771175424,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6538669999320637440,set anything want happychildrensday,1738.0,1738.0,3.68,64.0,30.0,30.0,0.0,8.0,1.5,26.0,26.0,2019,2,5,27,8,0,0,0.03682393555811277,0.0008630609896432681,0.46875,0.0,0.125,0.46875,50.445514845230576,0.0002533720126557717,35,0.59375,0.59375,1
2019-05-27 11:42:00,6538726019862540288,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6538726020307124224,looking building world dreams every child empowered becoming reality childrensday,1974.0,1974.0,2.18,43.0,32.0,32.0,0.0,0.0,0.56,11.0,11.0,2019,2,5,27,11,42,0,0.021783181357649443,0.0002836879432624114,0.7441860465116279,0.0,0.0,0.7441860465116279,50.445514845230576,0.0002877769579876256,81,0.7441860465116279,0.7441860465116279,-1
2019-05-27 12:00:00,6538730417938403328,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6538730418349441025,favorite way play child happychildrensday,1015.0,1015.0,2.56,26.0,12.0,12.0,3.0,0.0,1.08,11.0,11.0,2019,2,5,27,12,0,0,0.02561576354679803,0.001064039408866995,0.46153846153846156,0.11538461538461539,0.0,0.46153846153846156,50.445514845230576,0.00014797042166030393,41,0.5769230769230769,0.5769230769230769,-1
2019-05-28 05:00:00,6538987078380851200,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6538987078833840128,education trust help conveniently prepare childs education future talk us send email sitlagencystanbicibtccom learn,1473.0,1473.0,1.83,27.0,18.0,18.0,0.0,5.0,0.27,4.0,4.0,2019,2,5,28,5,0,1,0.018329938900203666,0.00018329938900203666,0.6666666666666666,0.0,0.18518518518518517,0.6666666666666666,50.445514845230576,0.0002147393409907662,115,0.8518518518518519,0.8518518518518519,-1
2019-05-28 10:01:00,6539062816291328000,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6539062816794640384,smetip ensure goods services provide customers always best quality,1191.0,1191.0,1.51,18.0,11.0,11.0,0.0,1.0,0.5,6.0,6.0,2019,2,5,28,10,1,1,0.015113350125944584,0.00041981528127623844,0.6111111111111112,0.0,0.05555555555555555,0.6111111111111112,50.445514845230576,0.000173628346992534,66,0.6666666666666666,0.6666666666666666,-1
2019-05-30 10:00:00,6539787392587563008,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6539787393027964928,personalfinancetip take lunch work save extra cash,1555.0,1555.0,2.44,38.0,22.0,22.0,0.0,4.0,0.77,12.0,12.0,2019,2,5,30,10,0,3,0.024437299035369776,0.0004951768488745981,0.5789473684210527,0.0,0.10526315789473684,0.5789473684210527,50.445514845230576,0.00022669360165691885,50,0.6842105263157895,0.6842105263157895,-1
2019-05-30 17:30:00,6539900600446926850,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6539900601252233217,help commit better saving money try setting direct debit account call email assetmanagementstanbicibtccom get started neverstopinvesting,1080.0,1080.0,1.2,13.0,7.0,7.0,0.0,1.0,0.46,5.0,5.0,2019,2,5,30,17,30,3,0.012037037037037037,0.00042592592592592595,0.5384615384615384,0.0,0.07692307692307693,0.5384615384615384,50.445514845230576,0.0001574463599932298,136,0.6153846153846154,0.6153846153846154,-1
2019-05-31 10:00:00,6540149785482145792,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6540149785956102144,fgn bond riskfree investment vehicle subscribe little n speak consultants send email stockbrokingstanbicibtccom get started,2547.0,2547.0,3.1,79.0,28.0,28.0,2.0,3.0,1.81,46.0,46.0,2019,2,5,31,10,0,4,0.031016882606988615,0.0007106399685904986,0.35443037974683544,0.02531645569620253,0.0379746835443038,0.35443037974683544,50.445514845230576,0.00037131099898403365,123,0.4177215189873418,0.4177215189873418,1
2019-05-31 17:30:00,6540263020461981696,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6540263020994662400,careertip healthy relationship superiors essential career success,2376.0,2376.0,2.9,69.0,40.0,40.0,4.0,2.0,0.97,23.0,23.0,2019,2,5,31,17,30,4,0.02904040404040404,0.00040824915824915826,0.5797101449275363,0.057971014492753624,0.028985507246376812,0.5797101449275363,50.445514845230576,0.0003463819919851056,65,0.6666666666666666,0.6666666666666666,1
2019-06-01 10:00:00,6540512155425484800,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6540512155903635456,help commit better saving money try setting direct debit account call email assetmanagementstanbicibtccom get started neverstopinvesting,786.0,786.0,1.53,12.0,3.0,3.0,2.0,3.0,0.51,4.0,4.0,2019,2,6,1,10,0,5,0.015267175572519083,0.0006488549618320611,0.25,0.16666666666666666,0.25,0.25,50.445514845230576,0.00011458596199507281,136,0.6666666666666666,0.6666666666666666,-1
2019-06-01 17:00:00,6540617848539222016,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6540617848988020736,game youve probably waiting smiling end poch klopp kane salah lift bigeared trophy share totliv predictions us movingforward,1434.0,1434.0,1.32,19.0,10.0,10.0,1.0,0.0,0.56,8.0,8.0,2019,2,6,1,17,0,5,0.013249651324965132,0.00039051603905160395,0.5263157894736842,0.05263157894736842,0.0,0.5263157894736842,50.445514845230576,0.00020905377799101068,124,0.5789473684210527,0.5789473684210527,-1
2019-06-03 07:30:00,6541199155623264256,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6541199156130783232,powerupmonday one ever achieved anything anything neverstop movingforward,1606.0,1606.0,1.93,31.0,18.0,18.0,0.0,4.0,0.56,9.0,9.0,2019,2,6,3,7,30,0,0.019302615193026153,0.00034869240348692405,0.5806451612903226,0.0,0.12903225806451613,0.5806451612903226,50.445514845230576,0.00023412856865659914,73,0.7096774193548387,0.7096774193548387,-1
2019-06-03 17:30:00,6541350154702856192,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6541350155210362880,one get started plan retirewell calling email pensionsolutionngsstanbicibtccom,1104.0,1104.0,2.63,29.0,13.0,13.0,0.0,1.0,1.36,15.0,15.0,2019,2,6,3,17,30,0,0.026268115942028984,0.0012318840579710146,0.4482758620689655,0.0,0.034482758620689655,0.4482758620689655,50.445514845230576,0.00016094516799307937,78,0.4827586206896552,0.4827586206896552,-1
2019-06-04 09:17:00,6541588615900856320,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6541588616349659136,conclude holy month ramadan may grow faith spirit eidmubarak,1303.0,1303.0,3.38,44.0,22.0,22.0,0.0,4.0,1.38,18.0,18.0,2019,2,6,4,9,17,1,0.03376822716807368,0.001059094397544129,0.5,0.0,0.09090909090909091,0.5,50.445514845230576,0.00018995611765849855,60,0.5909090909090909,0.5909090909090909,-1
2019-06-04 10:00:00,6541599322583244800,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6541599323036225536,want easier way transactions think appyness download today mobile phone ios android windows,878.0,878.0,1.71,15.0,9.0,9.0,0.0,1.0,0.57,5.0,5.0,2019,2,6,4,10,0,1,0.017084282460136675,0.0006492027334851936,0.6,0.0,0.06666666666666667,0.6,50.445514845230576,0.00012799805932782942,91,0.6666666666666666,0.6666666666666666,-1
2019-06-04 17:00:00,6541705035414405120,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6541705035892563968,education trust help conveniently prepare childs future call send email sitlagencystanbicibtccom learn,1025.0,1025.0,2.63,27.0,19.0,19.0,0.0,0.0,0.78,8.0,8.0,2019,2,6,4,17,0,1,0.026341463414634145,0.0007609756097560976,0.7037037037037037,0.0,0.0,0.7037037037037037,50.445514845230576,0.0001494282583269079,102,0.7037037037037037,0.7037037037037037,-1
2019-06-05 08:36:00,6541940694410506240,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6541940694897045504,responsible planet together beatairpollution worldenvironmentday,1092.0,1092.0,1.92,21.0,10.0,10.0,0.0,1.0,0.92,10.0,10.0,2019,2,6,5,8,36,2,0.019230769230769232,0.0008424908424908425,0.47619047619047616,0.0,0.047619047619047616,0.47619047619047616,50.445514845230576,0.00015919576399315457,64,0.5238095238095238,0.5238095238095238,-1
2019-06-05 16:59:00,6542067137853349888,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6542067138423767040,eid elfitr festival celebrated showing love family friends people need wealthwednesday,1615.0,1615.0,2.04,33.0,18.0,18.0,0.0,2.0,0.8,13.0,13.0,2019,2,6,5,16,59,2,0.02043343653250774,0.0004953560371517028,0.5454545454545454,0.0,0.06060606060606061,0.5454545454545454,50.445514845230576,0.0002354406216565427,86,0.6060606060606061,0.6060606060606061,-1
2019-06-05 17:00:00,6542067369269874688,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6542067370226180096,spirit giving make childs dream reality investing future educational trust seting life wealthwednesday,1753.0,1753.0,2.34,41.0,27.0,27.0,0.0,2.0,0.68,12.0,12.0,2019,2,6,5,17,0,2,0.02338847689674843,0.00038790644609241305,0.6585365853658537,0.0,0.04878048780487805,0.6585365853658537,50.445514845230576,0.00025555876765567765,102,0.7073170731707317,0.7073170731707317,-1
2019-06-05 17:01:00,6542067639424999424,LinkedIn,Post,Photo,Stanbic IBTC, ,https://linkedin.com/feed/update/urn:li:activity:6542067640188366848,lets help build childs future giving gift sets life call email sitlagencystanbicibtccom wealthwednesday,1806.0,1806.0,1.99,36.0,19.0,19.0,1.0,3.0,0.72,13.0,13.0,2019,2,6,5,17,1,2,0.019933554817275746,0.0003986710963455149,0.5277777777777778,0.027777777777777776,0.08333333333333333,0.5277777777777778,50.445514845230576,0.00026328530198867873,103,0.6388888888888888,0.6388888888888888,-1
2019-06-06 10:00:00,6542324069579268096,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6542324070090964992,speak consultants send email stockbrokingstanbicibtccom subscribe june offer fgn bonds,842.0,842.0,1.19,10.0,4.0,4.0,1.0,2.0,0.36,3.0,3.0,2019,2,6,6,10,0,3,0.011876484560570071,0.00042755344418052255,0.4,0.1,0.2,0.4,50.445514845230576,0.0001227498473280551,86,0.7,0.7,0
2019-06-06 17:30:00,6542437314797416448,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6542437315346862081,personalfinancetip always set aside money investing,1086.0,1086.0,2.76,30.0,6.0,6.0,1.0,4.0,1.75,19.0,19.0,2019,2,6,6,17,30,3,0.027624309392265192,0.0016114180478821363,0.2,0.03333333333333333,0.13333333333333333,0.2,50.445514845230576,0.0001583210619931922,51,0.36666666666666664,0.36666666666666664,-1
2019-06-07 10:00:00,6542686608293011456,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6542686608725024768,n enjoy bonus interest max yield account get started call email customercarenigeriastanbicibtccom,1126.0,1126.0,2.22,25.0,15.0,15.0,2.0,0.0,0.71,8.0,8.0,2019,2,6,7,10,0,4,0.022202486678507993,0.0006305506216696269,0.6,0.08,0.0,0.6,50.445514845230576,0.00016415240865960812,97,0.68,0.68,-1
2019-06-07 17:30:00,6542799701455048704,LinkedIn,Post,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6542799701945790464,careertip strength team individual member strength member team phil jackson,1669.0,1669.0,2.58,43.0,23.0,23.0,0.0,3.0,1.02,17.0,17.0,2019,2,6,7,17,30,4,0.025763930497303775,0.0006111443978430198,0.5348837209302325,0.0,0.06976744186046512,0.5348837209302325,50.445514845230576,0.00024331293965620422,75,0.6046511627906976,0.6046511627906976,-1
